timestamp,heart_rate
1705618609.978318,136
1705618610.470913,136
1705618613.18047,136
1705618613.672609,136
1705618616.382192,136
1705618619.58337,136
1705618622.78512,136
1705618625.986746,136
1705618629.188314,136
1705618632.389923,134
1705618635.596971,135
1705618638.805401,135
1705618642.012378,133
1705618645.218607,134
1705618648.423833,138
1705618651.628255,137
1705618654.832192,136
1705618661.238935,133
1705618664.441943,132
1705618667.644497,133
1705618670.84688,133
1705618674.049278,132
1705618677.251449,132
1705618680.453526,131
1705618683.655555,132
1705618686.857251,131
1705618690.059129,129
1705618693.260997,130
1705618696.462796,131
1705618696.954712,131
1705618700.196783,134
1705618703.358136,134
1705618703.849823,134
1705618707.051765,132
1705618710.745122,129
1705618713.947469,128
1705618717.640325,129
1705618720.842069,131
1705618721.333815,131
1705618724.043506,132
1705618724.535386,133
1705618727.245153,133
1705618727.737134,133
1705618730.446893,132
1705618730.938832,132
1705618733.648487,132
1705618736.85018,134
1705618740.051566,133
1705618743.253415,133
1705618746.455056,135
1705618749.656697,134
1705618752.85833,134
1705618756.059626,134
1705618759.261358,132
1705618762.462783,131
1705618768.86613,133
1705618772.067926,132
1705618775.269538,132
1705618778.471292,132
1705618781.672938,132
1705618784.874448,134
1705618788.075625,134
1705618791.27757,134
1705618794.479224,135
1705618797.680605,134
1705618804.084207,135
1705618807.285581,136
1705618810.48735,138
1705618813.689114,138
1705618816.890375,138
1705618819.599785,138
1705618820.092218,138
1705618822.802036,137
1705618823.293709,137
1705618826.003331,137
1705618826.495427,137
1705618829.205327,138
1705618829.697012,138
1705618832.406928,140
1705618832.898749,140
1705618835.608504,141
1705618836.100543,141
1705618838.809981,141
1705618839.301934,141
1705618842.01161,141
1705618842.503381,141
1705618845.213388,140
1705618845.70508,140
1705618848.414986,140
1705618848.906626,140
1705618851.616457,139
1705618852.108518,138
1705618854.818201,137
1705618858.019899,136
1705618861.221457,135
1705618864.423089,135
1705618867.624684,137
1705618870.826147,137
1705618877.229152,133
1705618880.430735,131
1705618883.632749,131
1705618886.835046,130
1705618890.036026,130
1705618893.23766,131
1705618896.439272,131
1705618902.842907,133
1705618909.24557,131
1705618912.447246,132
1705618915.648761,133
1705618918.850607,134
1705618925.253772,133
1705618928.455354,134
1705618931.656615,134
1705618934.858663,134
1705618938.060099,135
1705618941.261736,134
1705618944.46346,134
1705618947.664433,134
1705618950.86646,134
1705618954.06837,134
1705618957.269914,134
1705618960.471545,134
1705618963.181423,135
1705618963.673269,135
1705618966.874756,135
1705618969.584412,135
1705618970.076275,135
1705618972.786198,136
1705618973.277927,136
1705618975.987825,137
1705618976.479938,136
1705618979.189533,135
1705618979.680979,135
1705618982.882951,134
1705618985.592606,134
1705618986.083868,134
1705618988.793802,134
1705618991.995869,134
1705618992.487856,134
1705618995.197551,132
1705618995.689523,132
1705618998.399175,132
1705619001.600524,133
1705619004.802479,133
1705619008.004095,133
1705619011.205651,133
1705619014.407305,132
1705619017.620145,134
1705619020.81036,134
1705619024.011994,135
1705619024.504015,135
1705619027.705579,138
1705619031.39895,137
1705619034.600561,135
1705619037.802146,135
1705619038.293832,135
1705619041.495532,135
1705619044.697213,134
1705619045.189112,134
1705619048.390729,134
1705619051.591978,134
1705619052.084231,134
1705619054.793876,133
1705619055.28585,133
1705619057.99546,134
1705619058.487365,134
1705619061.197099,133
1705619061.689022,133
1705619064.398541,133
1705619067.600408,134
1705619068.092275,134
1705619070.802059,134
1705619071.293703,134
1705619074.003617,133
1705619074.495376,132
1705619077.20526,131
1705619077.696966,131
1705619080.406835,131
1705619080.898736,131
1705619083.608488,133
1705619084.100738,134
1705619087.301472,134
1705619090.503539,135
1705619090.995252,135
1705619094.196833,135
1705619097.398369,133
1705619097.890409,133
1705619101.091997,133
1705619104.293474,134
1705619104.785384,134
1705619107.987106,134
1705619111.188725,134
1705619111.680527,134
1705619118.08339,134
1705619121.285473,136
1705619124.486762,136
1705619127.688595,134
1705619130.889687,136
1705619134.091858,137
1705619137.293289,135
1705619143.696768,134
1705619146.898135,136
1705619150.591752,136
1705619153.301488,135
1705619153.793213,135
1705619156.503158,133
1705619156.9949,133
1705619159.704758,132
1705619160.196513,133
1705619162.906367,135
1705619166.107693,136
1705619169.308947,136
1705619172.51058,137
1705619178.914443,136
1705619182.116106,137
1705619191.748362,138
1705619194.922577,137
1705619198.124175,136
1705619201.325754,136
1705619204.527192,136
1705619207.728881,138
1705619210.930493,138
1705619214.132206,137
1705619217.333923,136
1705619220.534953,136
1705619223.736647,136
1705619226.938731,138
1705619230.139714,140
1705619233.34195,139
1705619236.543703,138
1705619239.745044,140
1705619242.946622,141
1705619246.148221,138
1705619249.349379,137
1705619252.550905,137
1705619255.861787,137
1705619258.954753,136
1705619261.664587,137
1705619262.156568,137
1705619264.866199,138
1705619265.373483,138
1705619268.092129,137
1705619268.559632,138
1705619271.269696,138
1705619271.761206,138
1705619274.471097,138
1705619277.672453,136
1705619278.164576,136
1705619280.874401,138
1705619281.366102,138
1705619284.075989,139
1705619284.602762,139
1705619287.277498,138
1705619287.769333,138
1705619290.479125,137
1705619290.970801,137
1705619293.68129,137
1705619294.172673,137
1705619296.882223,138
1705619297.374366,138
1705619300.084013,138
1705619300.576024,138
1705619303.285802,137
1705619303.777405,136
1705619306.486694,134
1705619306.978725,134
1705619309.688603,133
1705619312.890298,133
1705619319.293799,134
1705619322.495367,135
1705619325.696965,135
1705619328.933868,134
1705619332.100255,134
1705619335.301936,133
1705619335.793572,133
1705619338.995171,130
1705619342.19685,131
1705619342.688589,131
1705619345.890443,133
1705619349.091682,133
1705619349.583346,133
1705619352.785372,133
1705619355.986912,132
1705619356.554265,133
1705619359.704619,133
1705619363.37394,132
1705619366.575533,132
1705619369.77687,134
1705619372.978703,136
1705619376.180177,137
1705619379.382041,137
1705619382.583598,136
1705619385.785157,135
1705619388.986923,135
1705619392.188345,135
1705619398.5917,134
1705619402.285079,135
1705619405.486466,136
1705619408.687915,137
1705619411.39814,137
1705619411.889964,137
1705619414.599777,136
1705619415.091636,136
1705619417.801551,136
1705619418.293121,136
1705619421.002881,136
1705619421.494748,136
1705619424.204411,137
1705619424.696287,137
1705619427.406267,137
1705619427.897851,138
1705619430.607945,140
1705619431.099691,140
1705619433.808915,140
1705619434.301362,140
1705619437.010951,137
1705619437.502887,135
1705619440.212563,135
1705619440.704608,135
1705619443.414036,136
1705619443.906252,137
1705619446.615933,137
1705619449.817449,137
1705619453.019192,138
1705619456.220761,138
1705619459.914106,140
1705619463.11589,141
1705619466.809295,140
1705619470.01071,139
1705619473.211992,139
1705619473.704206,139
1705619476.905756,140
1705619480.107473,140
1705619480.599311,140
1705619483.800952,141
1705619487.494237,141
1705619490.69585,141
1705619493.897777,140
1705619497.098913,139
1705619500.300847,139
1705619503.502478,139
1705619506.704093,140
1705619509.905697,138
1705619513.107236,137
1705619516.308939,139
1705619519.510443,139
1705619522.712018,139
1705619525.913703,138
1705619529.115351,137
1705619532.317057,136
1705619535.518664,136
1705619538.720005,136
1705619541.921788,136
1705619545.123518,136
1705619547.833226,136
1705619548.325197,136
1705619551.034864,136
1705619551.528896,136
1705619554.236564,136
1705619554.72787,136
1705619557.437804,137
1705619557.929849,137
1705619560.63992,137
1705619561.13159,137
1705619563.841459,139
1705619564.332644,139
1705619567.223429,140
1705619567.534752,140
1705619570.736502,139
1705619573.44609,138
1705619573.938057,138
1705619576.647776,140
1705619577.139762,140
1705619579.84882,141
1705619580.341391,141
1705619583.051114,140
1705619586.252642,139
1705619589.454192,139
1705619592.655884,139
1705619595.857554,141
1705619599.059166,142
1705619602.260665,143
1705619605.462236,144
1705619608.663904,145
1705619611.86522,143
1705619615.067192,142
1705619618.268784,141
1705619621.470452,141
1705619624.671822,141
1705619627.873789,140
1705619631.075365,137
1705619634.397588,138
1705619637.478383,139
1705619640.680143,138
1705619643.8818,138
1705619647.08338,137
1705619650.776436,136
1705619653.978307,137
1705619654.470067,137
1705619657.671825,137
1705619660.873569,136
1705619661.365241,136
1705619664.566584,136
1705619667.768373,134
1705619668.260435,134
1705619671.461853,134
1705619674.66355,136
1705619675.155472,136
1705619678.357131,136
1705619681.558701,136
1705619684.268476,136
1705619684.760423,136
1705619687.470128,136
1705619687.961804,136
1705619690.671511,137
1705619691.163406,137
1705619694.365108,136
1705619697.075045,136
1705619697.566763,136
1705619700.276597,137
1705619700.768215,139
1705619703.478096,140
1705619704.001461,140
1705619706.679659,140
1705619707.171179,141
1705619710.373261,142
1705619713.574942,142
1705619714.065978,142
1705619717.268077,142
1705619720.46972,142
1705619720.961576,142
1705619724.163005,141
1705619727.856804,142
1705619731.058464,143
1705619737.953085,143
1705619741.155033,142
1705619744.356699,141
1705619747.558351,140
1705619750.759932,141
1705619753.961394,141
1705619757.163002,142
1705619760.364635,141
1705619763.566286,140
1705619766.768057,140
1705619769.968868,141
1705619773.171248,139
1705619776.372678,139
1705619779.5745,140
1705619782.776158,140
1705619785.977624,141
1705619789.179079,140
1705619792.380775,139
1705619795.582439,141
1705619801.985959,139
1705619805.187279,139
1705619808.388935,139
1705619811.590515,140
1705619814.300504,141
1705619814.791436,141
1705619817.50209,143
1705619817.993914,143
1705619820.703532,144
1705619821.195592,144
1705619823.905267,143
1705619824.396992,143
1705619827.106934,143
1705619827.598602,143
1705619830.308179,143
1705619830.800301,143
1705619833.509879,142
1705619836.711622,140
1705619837.203514,140
1705619839.913238,139
1705619840.40519,140
1705619843.114373,141
1705619843.606812,141
1705619846.316436,141
1705619846.808464,141
1705619850.010043,141
1705619852.719827,140
1705619853.211619,139
1705619855.921418,138
1705619856.413151,138
1705619859.123055,140
1705619862.324677,140
1705619865.52629,140
1705619868.727944,139
1705619871.929412,140
1705619875.131065,141
1705619878.332752,142
1705619881.534515,143
1705619884.735854,143
1705619887.937537,141
1705619891.139272,142
1705619897.542487,142
1705619898.034278,142
1705619901.235945,143
1705619904.437578,142
1705619904.929183,142
1705619908.130814,139
1705619911.33245,139
1705619911.824414,139
